company_name,stock_code,Industry,p_DII,p_hhi_count_gender,p_std_attrition_gender,p_cv_salary_gender,p_hhi_count_race,p_std_attrition_race,p_cv_salary_race
"EMCOR Group, Inc.",EME,Industrials  ,0.59947644,0.266898955,0.684054992,0.266898955,0.673519164,0.703860459,0.563066202
EMCORE Corporation,EMKR,Information Technology  ,0.982778416,0.416048888,0.852352014,0.416048888,0.954117411,0.540015714,0.984106227
EMP Solutions Inc.,EMPS,Industrials  ,0.383507853,0.860278746,0.405242195,0.860278746,0.486062718,0.862126459,0.420789779
ENB Financial Corp,ENBP,Financials  ,0.168016194,0.297508067,0.258103362,0.297508067,0.184385084,0.399919936,0.35738616
ENDRA Life Sciences Inc.,NDRA,Health Care  ,0.088854248,0.166115399,0.158636617,0.166115399,0.098566703,0.5894971,0.274600721
ENGlobal Corporation,ENG,Energy  ,0.653721683,0.437278705,0.38619403,0.437278705,0.638340921,0.325992556,0.847737672
"EOG Resources, Inc.",EOG,Energy  ,0.783171521,0.661355589,0.381218905,0.661355589,0.714466363,0.684863524,0.895526182
"EPAM Systems, Inc.",EPAM,Information Technology  ,0.796785304,0.766980565,0.60612199,0.766980565,0.628330996,0.841059603,0.814304396
EQT Corporation,EQT,Energy  ,0.45631068,0.536165908,0.868159204,0.536165908,0.295144158,0.370347395,0.524148449
"ERF Wireless, Inc.",ERFB,Communication Services  ,0.60815047,0.662019107,0.1875,0.662019107,0.781822876,0.31405209,0.843628845
ERHC Energy Inc.,ERHE,Energy  ,0.579288026,0.533889732,0.92630597,0.533889732,0.804754679,0.902915633,0.309100153
"ES Bancshares, Inc.",ESBS,Financials  ,0.5951417,0.827267838,0.743301555,0.827267838,0.549838652,0.028122498,0.744621728
ESCO Technologies Inc.,ESE,Industrials  ,0.861256545,0.566898955,0.477193884,0.566898955,0.834610918,0.538283955,0.938211382
"ESSA Bancorp, Inc.",ESSA,Financials  ,0.164979757,0.249820724,0.408429503,0.249820724,0.147902474,0.282626101,0.339548225
"EVERTEC, Inc.",EVTC,Information Technology  ,0.413318025,0.608395111,0.788993923,0.608395111,0.617912242,0.625322707,0.304898904
"EVI Industries, Inc.",EVI,Industrials  ,0.311518325,0.427061556,0.427213157,0.427061556,0.567944251,0.35885597,0.406155633
"EVIO, Inc.",EVIO,Health Care  ,0.425565082,0.92245498,0.840805925,0.92245498,0.336199926,0.696273933,0.396555531
"EVO Payments, Inc.",EVOP,Information Technology  ,0.605051665,0.899819675,0.905919424,0.899819675,0.477459427,0.616679762,0.56795091
"EVO Transportation & Energy Services, Inc.",EVOA,Industrials  ,0.417539267,0.513240418,0.729153283,0.513240418,0.322067364,0.313453893,0.566318235
"EXCO Resources, Inc.",EXCE,Energy  ,0.398058252,0.709661103,0.558457711,0.709661103,0.341173495,0.763337469,0.44560244
"EZCORP, Inc.",EZPW,Financials  ,0.846153846,0.756185013,0.702358254,0.756185013,0.961903908,0.543534828,0.792309071
"Eagle Bancorp Montana, Inc.",EBMT,Financials  ,0.276315789,0.469523127,0.592172604,0.469523127,0.250986016,0.402822258,0.344299032
"Eagle Bancorp, Inc.",EGBN,Financials  ,0.778340081,0.970598781,0.451379829,0.970598781,0.754302617,0.740092074,0.829867336
Eagle Bulk Shipping Inc.,EGLE,Industrials  ,0.678010471,0.38641115,0.179236798,0.38641115,0.836469222,0.223804027,0.940418118
"Eagle Financial Bancorp, Inc.",EFBI,Financials  ,0.225708502,0.609178917,0.208730557,0.609178917,0.285944783,0.447658127,0.414933668
"Eagle Financial Services, Inc.",EFSI,Financials  ,0.259109312,0.640910721,0.419668841,0.640910721,0.440570097,0.565852682,0.26676228
Eagle Ford Oil & Gas Corp.,ECCE,Energy  ,0.491909385,0.906423875,0.942164179,0.906423875,0.624683864,0.933312655,0.235892222
Eagle Materials Inc.,EXP,Materials  ,0.436293436,0.437323546,0.455893254,0.437323546,0.795313382,0.203321033,0.625848416
"Eagle Pharmaceuticals, Inc.",EGRX,Health Care  ,0.322681216,0.85600882,0.393007884,0.85600882,0.287835355,0.394772384,0.539559873
"Ealixir, Inc.",EAXR,Information Technology  ,0.086107922,0.52464436,0.128741841,0.52464436,0.20677219,0.194073409,0.306407806
"Eargo, Inc.",EAR,Health Care  ,0.964146532,0.481514149,0.730827427,0.481514149,0.846380007,0.741876539,0.955324943
"Earth Search Sciences, Inc.",ESSE,Energy  ,0.184466019,0.466616085,0.120024876,0.466616085,0.383915023,0.21308933,0.518301983
"Earthstone Energy, Inc.",ESTE,Energy  ,0.702265372,0.877086495,0.285447761,0.877086495,0.771117855,0.136476427,0.943314692
"East Morgan Holdings, Inc.",EMHI,Industrials  ,0.083769634,0.006620209,0.535140691,0.006620209,0.040069686,0.971784019,0.015214866
"East West Bancorp, Inc.",EWBC,Financials  ,0.949392713,0.835604159,0.539688911,0.835604159,0.995966296,0.839671737,0.986285407
"Eastern Bankshares, Inc.",EBC,Financials  ,0.727732794,0.514969523,0.889713999,0.514969523,0.587307279,0.50030024,0.724991036
Eastern Michigan Financial Corporation,EFIN,Financials  ,0.100202429,0.110702761,0.341595585,0.110702761,0.241036214,0.167433947,0.250537827
Eastman Chemical Company,EMN,Materials  ,0.517374517,0.715697346,0.541141586,0.715697346,0.495200452,0.540590406,0.698246606
Eastman Kodak Company,KODK,Information Technology  ,0.353616533,0.591664997,0.783367094,0.591664997,0.244740533,0.54978112,0.372397143
"Eastside Distilling, Inc.",EAST,Consumer Staples  ,0.118959108,0.511768256,0.259891107,0.511768256,0.193723597,0.302712477,0.36195948
"Ebix, Inc.",EBIX,Information Technology  ,0.663605052,0.958825887,0.684109836,0.958825887,0.653376077,0.478392637,0.696408812
"Echo Global Logistics, Inc.",ECHO,Industrials  ,0.634816754,0.586643438,0.799948606,0.586643438,0.480139373,0.779530589,0.607781649
EchoStar Corporation,SATS,Information Technology  ,0.840413318,0.626026848,0.715732613,0.626026848,0.833099579,0.399595914,0.873553968
Eco Depot Inc.,ECDP,Industrials  ,0.247382199,0.957723577,0.970062958,0.957723577,0.083507549,0.973964345,0.104994193
"Eco Innovation Group, Inc.",ECOX,Consumer Discretionary  ,0.252059308,0.287476419,0.058171745,0.287476419,0.848788275,0.039396887,0.445122838
"Eco Science Solutions, Inc.",ESSI,Health Care  ,0.3187841,0.737449467,0.904993231,0.737449467,0.151782433,0.917295622,0.230514462
Eco-Growth Strategies Inc.,ECGS,Health Care  ,0.047544817,0.810804851,0.045631918,0.810804851,0.139581036,0.046794312,0.29675425
EcoPlus Inc.,ECPL,Industrials  ,0.172774869,0.874332172,0.866118463,0.874332172,0.065853659,0.901628832,0.066898955
Ecolab Inc.,ECL,Materials  ,0.884169884,0.612930548,0.638250556,0.612930548,0.690287973,0.749077491,0.869061086
"Ecoloclean Industries, Inc.",ECCI,Industrials  ,0.502617801,0.016202091,0.993961197,0.015389082,0.910511034,0.981146595,0.157491289
Ecom Products Group Corporation,EPGC,Communication Services  ,0.865203762,0.481022463,0.51402439,0.481022463,0.99302866,0.093276802,0.979064358
"Ecosciences, Inc.",ECEZ,Industrials  ,0.159685864,0.077351916,0.993961197,0.0771777,0.012253194,0.998653328,0.006039489
"Ecrid, Inc.",ECDD,Industrials  ,0.251308901,0.130197445,0.91931132,0.130197445,0.099303136,0.94933949,0.154703833
"Ecuity, Inc.",ECUI,Communication Services  ,0.153605016,0.317583269,0.810670732,0.317583269,0.036922282,0.887643852,0.068751615
"Edgewater Bancorp, Inc.",EGDW,Financials  ,0.142712551,0.135173897,0.14119418,0.135173897,0.298135532,0.517013611,0.285586232
Edgewell Personal Care Company,EPC,Consumer Staples  ,0.750929368,0.977368739,0.547731397,0.977368739,0.627640314,0.447739602,0.803447233
"Edgewise Therapeutics, Inc.",EWTX,Health Care  ,0.151987529,0.698787211,0.292107988,0.698787211,0.258507902,0.511321204,0.301096636
Edison International,EIX,Utilities  ,1,0.681399632,0.75427996,0.681399632,0.964088398,0.731117825,0.988950276
"Editas Medicine, Inc.",EDIT,Health Care  ,0.854247857,0.985961044,0.550449948,0.985961044,0.854024256,0.657583221,0.862000442
Educational Development Corporation,EDUC,Consumer Discretionary  ,0.247116969,0.193730953,0.482646244,0.193730953,0.304455086,0.642833982,0.317488007
Edwards Lifesciences Corporation,EW,Health Care  ,0.983632112,0.935832415,0.660348809,0.935832415,0.915031239,0.89258759,0.963494517
"Eiger BioPharmaceuticals, Inc.",EIGR,Health Care  ,0.544037412,0.72370452,0.891136418,0.72370452,0.474898934,0.257249543,0.60315007
"Ekso Bionics Holdings, Inc.",EKSO,Health Care  ,0.304754482,0.325027563,0.829099307,0.325027563,0.306872473,0.312624136,0.357915655
"El Capitan Precious Metals, Inc.",ECPN,Materials  ,0.335907336,0.929418408,0.111564122,0.929418408,0.830886505,0.02804428,0.679298643
"El Pollo Loco Holdings, Inc.",LOCO,Consumer Discretionary  ,0.639209226,0.601799449,0.327358644,0.601799449,0.948338412,0.325226978,0.744584969
"Elah Holdings, Inc.",ELLH,Financials  ,0.402834008,0.528773754,0.456698445,0.528773754,0.464234493,0.098478783,0.587038365
Elanco Animal Health Incorporated,ELAN,Health Care  ,0.341387373,0.705034914,0.868599188,0.705034914,0.263506064,0.320171606,0.399205123
Elcom International Inc.,ELCO,Information Technology  ,0.784156142,0.387697856,0.482444294,0.387697856,0.768182729,0.655965877,0.853234081
"Electric Car Company, Inc.",ELCR,Consumer Discretionary  ,0.998352554,0.214192425,0.938569334,0.214192425,0.988535771,0.944228275,0.908707661
"Electric Last Mile Solutions, Inc.",ELMS,Consumer Discretionary  ,0.13509061,0.095631984,0.167671501,0.095631984,0.502974895,0.090142672,0.353830499
"Electro-Sensors, Inc.",ELSE,Information Technology  ,0.044776119,0.232919255,0.074949359,0.232919255,0.068122621,0.415534852,0.200885223
"Electromed, Inc.",ELMD,Health Care  ,0.257989088,0.438221242,0.805128614,0.438221242,0.18647556,0.3633908,0.329064547
"Electromedical Technologies, Inc.",EMED,Health Care  ,0.159002338,0.654685777,0.757027953,0.654685777,0.058948916,0.861523794,0.100978877
Electronic Arts Inc.,EA,Communication Services  ,0.962382445,0.382907307,0.742073171,0.382907307,0.890265944,0.711084191,0.965107263
Electronic Control Security Inc.,EKCS,Information Technology  ,0.071182549,0.653776798,0.065721359,0.653776798,0.245441795,0.089909081,0.305603058
"Electronic Systems Technology, Inc.",ELST,Information Technology  ,0.259471871,0.166499699,0.641008328,0.166499699,0.131336406,0.901223482,0.265868625
"Eledon Pharmaceuticals, Inc.",ELDN,Health Care  ,0.121590023,0.354796031,0.172811977,0.354796031,0.354134509,0.350440931,0.287333481
"Element Global, Inc.",ELGL,Industrials  ,0.35078534,0.805691057,0.474624181,0.805691057,0.658768873,0.096319097,0.481997677
Element Solutions Inc,ESI,Materials  ,0.980694981,0.592885375,0.794662713,0.592885375,0.837662338,0.604428044,0.956730769
"Elevate Credit, Inc.",ELVT,Financials  ,0.624493927,0.280476873,0.150526844,0.280476873,0.803513804,0.370896717,0.85442811
"Elevation Oncology, Inc.",ELEV,Health Care  ,0.192517537,0.365159868,0.154654774,0.365159868,0.897905182,0.078414237,0.296680651
Eli Lilly and Company,LLY,Health Care  ,0.759158223,0.964498346,0.85434419,0.964498346,0.517015803,0.762135537,0.723927283
"Eline Entertainment Group, Inc.",EEGI,Consumer Discretionary  ,0.103789127,0.337831955,0.031448591,0.337831955,0.636192135,0.130836576,0.247274313
Elinx Corp.,ELNX,Industrials  ,0.286649215,0.116840883,0.692278042,0.116840883,0.536817654,0.881364627,0.146109175
"Elio Motors, Inc.",ELIO,Consumer Discretionary  ,0.036243822,0.146277754,0.043995438,0.146277754,0.343781744,0.055447471,0.198430004
Elite Education Group International Limited,EEIQ,Consumer Discretionary  ,0.011532125,0.69525468,0.089783282,0.69525468,0.194311421,0.013132296,0.072830353
"Elite Pharmaceuticals, Inc.",ELTP,Health Care  ,0.7583788,0.844689452,0.475272756,0.844689452,0.795001838,0.14078017,0.944947376
"Elmer Bancorp, Inc.",ELMA,Financials  ,0.397773279,0.214324131,0.617561465,0.214324131,0.590354966,0.181144916,0.451057727
Elmira Savings Bank,ESBK,Financials  ,0.367408907,0.147006095,0.981736076,0.147006095,0.137863033,0.691152922,0.293295088
"Eloxx Pharmaceuticals, Inc.",ELOX,Health Care  ,0.665627436,0.845644983,0.858564944,0.845644983,0.619257626,0.642488282,0.602046073
"Embassy Bancorp, Inc.",EMYB,Financials  ,0.389676113,0.84017569,0.087004516,0.84017569,0.484134098,0.096777422,0.717551094
"Ember Therapeutics, Inc.",EMBT,Health Care  ,0.236165238,0.09261301,0.923628255,0.09261301,0.363175303,0.909112576,0.033855892
Emclaire Financial Corp,EMCF,Financials  ,0.125506073,0.226066691,0.456096337,0.226066691,0.125044819,0.64071257,0.1543564
"Emerald Holding, Inc.",EEX,Communication Services  ,0.554858934,0.792925381,0.37652439,0.792925381,0.563387555,0.649303452,0.68674076
Emergent BioSolutions Inc.,EBS,Health Care  ,0.88152767,0.984490996,0.655889145,0.984490996,0.689819919,0.871216334,0.857805255
Emerson Electric Co.,EMR,Industrials  ,0.883507853,0.593612079,0.937556212,0.593612079,0.576771196,0.7496473,0.820092915
"Emmaus Life Sciences, Inc.",EMMA,Health Care  ,0.583008574,0.288496876,0.550131401,0.288496876,0.666225652,0.376896798,0.689776993
Emmis Communications Corporation,EMMS,Communication Services  ,0.598746082,0.956880971,0.77195122,0.956880971,0.448231345,0.787401575,0.577668648
"Empire Bancshares, Inc.",EBSH,Financials  ,0.120445344,0.335514521,0.335273457,0.335514521,0.158210828,0.106485188,0.322427393
"Empire Diversified Energy, Inc.",MPIR,Industrials  ,0.006544503,0.17456446,0.078761403,0.17456446,0.031126597,0.178017186,0.076771196
Empire Petroleum Corporation,EMPR,Energy  ,0.207119741,0.815629742,0.959577114,0.815629742,0.309812848,0.840260546,0.043975597
"Employers Holdings, Inc.",EIG,Financials  ,0.752024291,0.644227322,0.451580532,0.644227322,0.713158838,0.650420336,0.841699534
"Empowered Products, Inc.",EMPO,Consumer Staples  ,0.044609665,0.230235365,0.093284936,0.230235365,0.289076645,0.065822785,0.306622316
"Emtec, Inc.",ETEC,Information Technology  ,0.521239954,0.360649169,0.707404907,0.360649169,0.520637147,0.346054552,0.611809677
"EnLink Midstream, LLC",ENLC,Energy  ,0.533980583,0.47066262,0.510572139,0.47066262,0.496965099,0.606079404,0.640569395
"EnPro Industries, Inc.",NPO,Industrials  ,0.655759162,0.554819977,0.407169472,0.554819977,0.678513357,0.573553931,0.78524971
"EnSync, Inc.",ESNC,Industrials  ,0.472513089,0.352845528,0.203135038,0.352845528,0.655981417,0.43221752,0.68583043
"Enanta Pharmaceuticals, Inc.",ENTA,Health Care  ,0.647700701,0.817934583,0.339014096,0.817934583,0.934215362,0.682132359,0.66563627
Enchanted World Inc.,ENCW,Health Care  ,0.255650818,0.056082323,0.972525285,0.056413083,0.327967659,0.964963852,0.04688305
Encision Inc.,ECIA,Health Care  ,0.187840998,0.243513414,0.333280242,0.243513414,0.520470415,0.095257011,0.359608449
Encompass Health Corporation,EHC,Health Care  ,0.590802806,0.187504594,0.845424863,0.187504594,0.555604557,0.661952808,0.549275042
"Encompass Holdings, Inc.",ECMH,Consumer Discretionary  ,0.014827018,0.556668118,0.06583021,0.556668118,0.06341605,0.244163424,0.103067306
"Encore Capital Group, Inc.",ECPG,Financials  ,0.862348178,0.596002151,0.802709483,0.596002151,0.737719613,0.599479584,0.861061312
"Encore Energy Systems, Inc.",ENCS,Industrials  ,0.034031414,0.183855981,0.061415906,0.183855981,0.142276423,0.221751956,0.178977933
Encore Wire Corporation,WIRE,Industrials  ,0.812827225,0.129036005,0.652961583,0.129036005,0.820092915,0.594202899,0.806155633
"EncounterCare Solutions, Inc.",ECSL,Health Care  ,0.101325019,0.57508269,0.098351517,0.57508269,0.60029401,0.108763009,0.24361522
Endeavor Bank,EDVR,Financials  ,0.266194332,0.795087845,0.28489714,0.795087845,0.455001793,0.115192154,0.446934385
"Endeavor Group Holdings, Inc.",EDR,Communication Services  ,0.655172414,0.884327395,0.586890244,0.884327395,0.540924348,0.74015748,0.708710261
Endexx Corporation,EDXC,Health Care  ,0.399064692,0.233002573,0.804252608,0.233002573,0.267401691,0.920711846,0.356517259
"Endonovo Therapeutics, Inc.",ENDV,Health Care  ,0.014029618,0.087247336,0.093652943,0.087247336,0.09599412,0.203463891,0.113638036
"Endurance Exploration Group, Inc.",EXPL,Industrials  ,0.187172775,0.051916376,0.968007195,0.051916376,0.104529617,0.960112864,0.035191638
Endymed Ltd,ENDY,Health Care  ,0.250974279,0.971260566,0.835709166,0.971260566,0.375450202,0.885040121,0.069698977
"Ener-Core, Inc.",ENCR,Industrials  ,0.218586387,0.140069686,0.174996788,0.140069686,0.408130081,0.227266898,0.492566783
EnerSys,ENS,Industrials  ,0.77617801,0.617886179,0.93999743,0.617886179,0.481649245,0.80056432,0.711614402
"Energizer Holdings, Inc.",ENR,Consumer Staples  ,0.605947955,0.76071213,0.608711434,0.76071213,0.435123718,0.672694394,0.652857575
Energous Corporation,WATT,Industrials  ,0.831151832,0.43554007,0.376204548,0.43554007,0.974448316,0.387969732,0.931358885
"Energy & Technology, Corp.",ENGT,Energy  ,0.941747573,0.239504299,0.894900498,0.239504299,0.959028832,0.886166253,0.79867819
"Energy Focus, Inc.",EFOI,Industrials  ,0.632198953,0.817189315,0.257098805,0.817189315,0.786062718,0.095806079,0.890243902
Energy Fuels Inc.,EFR,Energy  ,0.381877023,0.487354578,0.355099502,0.487354578,0.32574608,0.251240695,0.658362989
Energy Harbor Corp.,ENGH,Utilities  ,0.340206186,0.127992634,0.712990937,0.127992634,0.178637201,0.839879154,0.297421731
"Energy Recovery, Inc.",ERII,Industrials  ,0.79973822,0.642392567,0.224977515,0.642392567,0.949941928,0.310888803,0.980255517
Energy Services of America Corporation,ESOA,Energy  ,0.087378641,0.328780981,0.217972637,0.328780981,0.208649469,0.555831266,0.224961871
Energy Transfer LP,ET,Energy  ,0.915857605,0.77364694,0.685634328,0.77364694,0.862417805,0.591811414,0.91840366
Energy and Water Development Corp.,EAWD,Industrials  ,0.532722513,0.846806039,0.820377746,0.846806039,0.823228804,0.935359754,0.284785134
Enerpac Tool Group Corp.,EPAC,Industrials  ,0.636125654,0.560859466,0.769883079,0.560859466,0.461788618,0.574579967,0.690360046
"Ennis, Inc.",EBF,Industrials  ,0.335078534,0.888850174,0.861107542,0.888850174,0.26329849,0.491599333,0.341463415
"Enochian Biosciences, Inc.",ENOB,Health Care  ,0.559625877,0.844836457,0.126861512,0.844836457,0.799044469,0.012155398,0.875321999
"Enova International, Inc.",ENVA,Financials  ,0.925101215,0.872983148,0.612042148,0.872983148,0.939852994,0.625900721,0.976156328
Enovix Corporation,ENVX,Industrials  ,0.829842932,0.215214866,0.377617885,0.215214866,0.973170732,0.261382583,0.968757259
"Enphase Energy, Inc.",ENPH,Information Technology  ,0.622273249,0.301142056,0.16722935,0.301142056,0.763674614,0.371646649,0.871944472
Enservco Corporation,ENSV,Energy  ,0.229773463,0.423621649,0.133084577,0.423621649,0.568285281,0.458126551,0.423995933
"Ensurge, Inc.",ESGI,Materials  ,0.621621622,0.837097685,0.139733136,0.837097685,0.852907962,0.050184502,0.942307692
"Ensysce Biosciences, Inc.",ENSC,Health Care  ,0.033515199,0.036677692,0.307398264,0.036677692,0.06798971,0.147056487,0.141753146
Entasis Therapeutics Holdings Inc.,ETTX,Health Care  ,0.87685113,0.721940463,0.49494306,0.721940463,0.808526277,0.689441487,0.929417826
"Entegris, Inc.",ENTG,Information Technology  ,0.655568312,0.626828291,0.836709431,0.626828291,0.498697656,0.498596924,0.691580324
Entergy Corporation,ETR,Utilities  ,0.474226804,0.202578269,0.487411883,0.202578269,0.602209945,0.56998993,0.561694291
"Enterprise Bancorp, Inc.",EBTC,Financials  ,0.712550607,0.385263535,0.73467135,0.385263535,0.606579419,0.466172938,0.776263894
"Enterprise Diversified, Inc.",SYTE,Financials  ,0.840080972,0.369756185,0.895434019,0.369756185,0.934743636,0.950160128,0.619397634
Enterprise Financial Services Corp,EFSC,Financials  ,0.860323887,0.657583363,0.759558455,0.657583363,0.717909645,0.793835068,0.830225887
"Enterprise Financial Services Group, Inc.",EFSG,Financials  ,0.351214575,0.573503048,0.216758655,0.573503048,0.69926497,0.252001601,0.471584797
Enterprise Products Partners L.P.,EPD,Energy  ,0.841423948,0.440566515,0.621268657,0.440566515,0.745574102,0.547456576,0.875953228
"Entertainment Arts, Inc.",ETAR,Communication Services  ,0.510971787,0.454944487,0.951829268,0.454944487,0.516137361,0.855542096,0.371413802
Entravision Communications Corporation,EVC,Communication Services  ,0.664576803,0.987090111,0.533841463,0.987090111,0.915052931,0.804966687,0.579219437
"Enveric Biosciences, Inc.",ENVB,Health Care  ,0.682774747,0.32737964,0.573544636,0.32737964,0.935244395,0.599825216,0.648045926
"Envestnet, Inc.",ENV,Information Technology  ,0.630309989,0.642756963,0.813526896,0.642756963,0.498998197,0.535974857,0.660899306
"Enviro Technologies U.S., Inc.",EVTN,Industrials  ,0.481675393,0.501509872,0.882693049,0.501509872,0.88815331,0.942926767,0.17688734
"Enviro-Serv, Inc.",EVSV,Industrials  ,0.188481675,0.429268293,0.400873699,0.429268293,0.53437863,0.25984353,0.284436702
"EnviroTechnologies International, Inc",ETII,Industrials  ,0.363874346,0.238211382,0.952460491,0.238211382,0.385133566,0.950622034,0.192566783
Environmental Infrastructure Holdings Corp,EIHC,Industrials  ,0.208115183,0.085365854,0.880123346,0.085365854,0.045063879,0.91022188,0.140882695
"Environmental Packaging Technologies Holdings, Inc.",EPTI,Materials  ,0.44015444,0.817617165,0.218309859,0.817617165,0.465838509,0.552398524,0.757070136
"Environmental Solutions Worldwide, Inc.",ESWW,Consumer Discretionary  ,0.517298188,0.123349296,0.1552876,0.123349296,0.89870846,0.290856031,0.678587004
Environmental Tectonics Corporation,ETCC,Industrials  ,0.243455497,0.339140534,0.638956701,0.339140534,0.190011614,0.198922663,0.414634146
Envista Holdings Corporation,NVST,Health Care  ,0.872954014,0.663726571,0.783706299,0.663726571,0.634105108,0.861682688,0.826525355
"Enviva Partners, LP",EVA,Energy  ,0.058252427,0.961052099,0.11318408,0.961052099,0.299190693,0.330334988,0.21403152
"Enzo Biochem, Inc.",ENZ,Health Care  ,0.980514419,0.887541345,0.908258342,0.887541345,0.780521867,0.837371892,0.923750644
Enzolytics Inc.,ENZC,Health Care  ,0.016367888,0.220213157,0.059170184,0.220213157,0.080852628,0.383093668,0.094649297
Eon NRG Limited,E2E,Energy  ,0.012944984,0.96256955,0.059701493,0.96256955,0.152250885,0.020781638,0.183528216
"Eos Energy Enterprises, Inc.",EOSE,Industrials  ,0.393979058,0.453426249,0.139406399,0.453426249,0.483972125,0.156085674,0.755981417
"Epazz, Inc.",EPAZ,Information Technology  ,0.378874856,0.709276698,0.389038938,0.709276698,0.551793228,0.611516444,0.445226838
"Epizyme, Inc.",EPZM,Health Care  ,0.597817615,0.829694965,0.570438799,0.829694965,0.514810731,0.570827044,0.695885773
Epsilon Energy Ltd.,EPSN,Energy  ,0.582524272,0.534901366,0.712686567,0.534901366,0.960546282,0.868176179,0.349517031
"EquiFin, Inc.",EQUI,Financials  ,0.822874494,0.140462531,0.952834922,0.140462531,0.795446397,0.977281825,0.631050556
Equifax Inc.,EFX,Industrials  ,0.952879581,0.945993031,0.567390466,0.945993031,0.900116144,0.815698346,0.941927991
"Equillium, Inc.",EQ,Health Care  ,0.56274357,0.308636531,0.290196703,0.308636531,0.669459757,0.131246524,0.842864503
Equitable Financial Corp.,EQFN,Financials  ,0.081983806,0.965847974,0.141695936,0.965847974,0.569558982,0.092874299,0.141179634
"Equitable Holdings, Inc.",EQH,Financials  ,0.896761134,0.358461814,0.677069744,0.358461814,0.750986016,0.955264211,0.885891
Equitrans Midstream Corporation,ETRN,Energy  ,0.236245955,0.569044006,0.574626866,0.569044006,0.210419828,0.375,0.405439756
"Equity Bancshares, Inc.",EQBK,Financials  ,0.491902834,0.817049122,0.664224787,0.817049122,0.376030835,0.913330665,0.442004303
"Erasca, Inc.",ERAS,Health Care  ,0.706157443,0.531422271,0.247829896,0.531422271,0.951047409,0.16016525,0.930153824
Ergo Science Corporation,ERGN,Communication Services  ,0.068965517,0.413632843,0.106097561,0.413632843,0.195197521,0.27286493,0.232618248
Erie Indemnity Company,ERIE,Financials  ,0.690283401,0.970329867,0.75022579,0.970329867,0.475797777,0.839471577,0.670939405
"Escalade, Incorporated",ESCA,Consumer Discretionary  ,0.609555189,0.283413148,0.698712726,0.283413148,0.486286461,0.276264591,0.747346998
Escalon Medical Corp.,ESMC,Health Care  ,0.401402962,0.198015436,0.529983276,0.198015436,0.437412716,0.238897275,0.597777287
"Esperion Therapeutics, Inc.",ESPR,Health Care  ,0.320342946,0.978390298,0.39691009,0.978390298,0.245350974,0.703265274,0.46257452
Espey Mfg. & Electronics Corp.,ESP,Industrials  ,0.094240838,0.589082462,0.674290119,0.589082462,0.084552846,0.278440426,0.131823461
"Esquire Financial Holdings, Inc.",ESQ,Financials  ,0.670040486,0.64682682,0.932563974,0.64682682,0.60989602,0.122397918,0.718088921
"Essential Properties Realty Trust, Inc.",EPRT,Real Estate  ,0.408450704,0.626385809,0.802758621,0.626385809,0.279379157,0.162198391,0.599778271
"Essential Utilities, Inc.",WTRG,Utilities  ,0.453608247,0.403314917,0.574018127,0.403314917,0.454880295,0.280966767,0.592081031
Ethan Allen Interiors Inc.,ETH,Consumer Discretionary  ,0.245469522,0.310840226,0.514746619,0.310840226,0.242054854,0.448119326,0.377235063
Ethema Health Corporation,GRST,Health Care  ,0.112236945,0.139581036,0.366488811,0.139581036,0.196251378,0.425995074,0.236770442
"Eton Pharmaceuticals, Inc.",ETON,Health Care  ,0.056897896,0.849761117,0.154734411,0.849761117,0.080338111,0.479065703,0.200559358
"Etsy, Inc.",ETSY,Consumer Discretionary  ,0.685337727,0.294587143,0.318396611,0.294587143,0.619793934,0.621919585,0.86887629
"Eureka Homestead Bancorp, Inc.",ERKH,Financials  ,0.023279352,0.362674794,0.057701957,0.362674794,0.07592327,0.686248999,0.091609896
"Euronet Worldwide, Inc.",EEFT,Information Technology  ,0.862227325,0.910739331,0.506076975,0.910739331,0.923562412,0.516444045,0.908057539
"Evans Bancorp, Inc.",EVBN,Financials  ,0.391700405,0.75501972,0.77631711,0.75501972,0.212172822,0.576561249,0.407762639
"Evelo Biosciences, Inc.",EVLO,Health Care  ,0.966484801,0.514884234,0.746595524,0.514884234,0.937155458,0.641693811,0.94067859
"Eventbrite, Inc.",EB,Communication Services  ,0.880877743,0.980635167,0.869512195,0.980635167,0.650658404,0.645366445,0.824243991
EverCommerce Inc.,EVCM,Information Technology  ,0.35706085,0.778601483,0.537587216,0.778601483,0.358946103,0.578965091,0.419877276
"EverQuote, Inc.",EVER,Communication Services  ,0.884012539,0.547121095,0.852134146,0.547121095,0.705654531,0.603270745,0.846730421
"Everbridge, Inc.",EVBG,Information Technology  ,0.520091848,0.752654779,0.407269863,0.752654779,0.493087558,0.644741273,0.655467257
"Evercel, Inc.",EVRC,Information Technology  ,0.491389208,0.893207774,0.464550979,0.893207774,0.428771789,0.707935795,0.588270798
Evercore Inc.,EVR,Financials  ,0.960526316,0.363391897,0.86853989,0.363391897,0.878899247,0.813650921,0.9320545
Evergreen Gaming Corporation,TNA,Consumer Discretionary  ,0.018121911,0.72035989,0.150236272,0.72035989,0.072413293,0.153534371,0.097688618
"Evergy, Inc.",EVRG,Utilities  ,0.567010309,0.562615101,0.517623364,0.562615101,0.458563536,0.928499496,0.640883978
Everi Holdings Inc.,EVRI,Consumer Discretionary  ,0.861614498,0.454796111,0.58839824,0.454796111,0.772021477,0.564526589,0.930949266
